age_group,symptom date,cases,deaths,cases_cum,death_cum,moving_avg_cases,moving_avg_deaths
18-29 years,3/31/2021,201,1,195226,108,185.8571429,0.285714286
18-29 years,4/1/2021,213,0,195439,108,187.7142857,0.142857143
18-29 years,4/2/2021,158,2,195597,110,180.1428571,0.428571429
18-29 years,4/3/2021,147,0,195744,110,181,0.428571429
18-29 years,4/4/2021,127,0,195871,110,182.4285714,0.428571429
18-29 years,4/5/2021,239,0,196110,110,183.1428571,0.428571429
18-29 years,4/6/2021,231,0,196341,110,188,0.428571429
18-29 years,4/7/2021,254,0,196595,110,195.5714286,0.285714286
18-29 years,4/8/2021,227,0,196822,110,197.5714286,0.285714286
18-29 years,4/9/2021,205,0,197027,110,204.2857143,0
18-29 years,4/10/2021,169,0,197196,110,207.4285714,0
18-29 years,4/11/2021,149,0,197345,110,210.5714286,0
18-29 years,4/12/2021,314,0,197659,110,221.2857143,0
18-29 years,4/13/2021,245,0,197904,110,223.2857143,0
18-29 years,4/14/2021,253,0,198157,110,223.1428571,0
18-29 years,4/15/2021,224,1,198381,111,222.7142857,0.142857143
18-29 years,4/16/2021,201,1,198582,112,222.1428571,0.285714286
18-29 years,4/17/2021,168,1,198750,113,222,0.428571429
18-29 years,4/18/2021,122,0,198872,113,218.1428571,0.428571429
18-29 years,4/19/2021,259,1,199131,114,210.2857143,0.571428571
18-29 years,4/20/2021,229,0,199360,114,208,0.571428571
18-29 years,4/21/2021,226,0,199586,114,204.1428571,0.571428571
18-29 years,4/22/2021,159,0,199745,114,194.8571429,0.428571429
18-29 years,4/23/2021,182,1,199927,115,192.1428571,0.428571429
18-29 years,4/24/2021,137,0,200064,115,187.7142857,0.285714286
18-29 years,4/25/2021,134,0,200198,115,189.4285714,0.285714286
18-29 years,4/26/2021,215,0,200413,115,183.1428571,0.142857143
18-29 years,4/27/2021,170,0,200583,115,174.7142857,0.142857143
18-29 years,4/28/2021,191,1,200774,116,169.7142857,0.285714286
18-29 years,4/29/2021,174,0,200948,116,171.8571429,0.285714286
18-29 years,4/30/2021,171,0,201119,116,170.2857143,0.142857143
18-29 years,5/1/2021,119,0,201238,116,167.7142857,0.142857143
18-29 years,5/2/2021,121,0,201359,116,165.8571429,0.142857143
18-29 years,5/3/2021,200,0,201559,116,163.7142857,0.142857143
18-29 years,5/4/2021,139,0,201698,116,159.2857143,0.142857143
18-29 years,5/5/2021,139,0,201837,116,151.8571429,0
18-29 years,5/6/2021,147,1,201984,117,148,0.142857143
18-29 years,5/7/2021,123,1,202107,118,141.1428571,0.285714286
18-29 years,5/8/2021,89,1,202196,119,136.8571429,0.428571429
18-29 years,5/9/2021,99,0,202295,119,133.7142857,0.428571429
18-29 years,5/10/2021,170,0,202465,119,129.4285714,0.428571429
18-29 years,5/11/2021,127,0,202592,119,127.7142857,0.428571429
18-29 years,5/12/2021,82,0,202674,119,119.5714286,0.428571429
18-29 years,5/13/2021,135,0,202809,119,117.8571429,0.285714286
18-29 years,5/14/2021,104,0,202913,119,115.1428571,0.142857143
18-29 years,5/15/2021,61,0,202974,119,111.1428571,0
18-29 years,5/16/2021,63,0,203037,119,106,0
18-29 years,5/17/2021,111,0,203148,119,97.57142857,0
18-29 years,5/18/2021,91,1,203239,120,92.42857143,0.142857143
18-29 years,5/19/2021,104,2,203343,122,95.57142857,0.428571429
18-29 years,5/20/2021,69,0,203412,122,86.14285714,0.428571429
18-29 years,5/21/2021,92,4,203504,126,84.42857143,1
18-29 years,5/22/2021,64,0,203568,126,84.85714286,1
18-29 years,5/23/2021,52,0,203620,126,83.28571429,1
18-29 years,5/24/2021,88,0,203708,126,80,1
18-29 years,5/25/2021,85,0,203793,126,79.14285714,0.857142857
18-29 years,5/26/2021,74,0,203867,126,74.85714286,0.571428571
18-29 years,5/27/2021,53,0,203920,126,72.57142857,0.571428571
18-29 years,5/28/2021,54,0,203974,126,67.14285714,0
18-29 years,5/29/2021,48,0,204022,126,64.85714286,0
18-29 years,5/30/2021,31,0,204053,126,61.85714286,0
18-29 years,5/31/2021,41,0,204094,126,55.14285714,0
18-29 years,6/1/2021,62,0,204156,126,51.85714286,0
18-29 years,6/2/2021,48,0,204204,126,48.14285714,0
18-29 years,6/3/2021,47,0,204251,126,47.28571429,0
18-29 years,6/4/2021,35,1,204286,127,44.57142857,0.142857143
18-29 years,6/5/2021,34,0,204320,127,42.57142857,0.142857143
18-29 years,6/6/2021,49,0,204369,127,45.14285714,0.142857143
18-29 years,6/7/2021,56,0,204425,127,47.28571429,0.142857143
18-29 years,6/8/2021,55,0,204480,127,46.28571429,0.142857143
18-29 years,6/9/2021,40,0,204520,127,45.14285714,0.142857143
18-29 years,6/10/2021,30,0,204550,127,42.71428571,0.142857143
18-29 years,6/11/2021,34,0,204584,127,42.57142857,0
18-29 years,6/12/2021,18,0,204602,127,40.28571429,0
18-29 years,6/13/2021,21,0,204623,127,36.28571429,0
18-29 years,6/14/2021,40,0,204663,127,34,0
18-29 years,6/15/2021,46,0,204709,127,32.71428571,0
18-29 years,6/16/2021,41,0,204750,127,32.85714286,0
18-29 years,6/17/2021,41,0,204791,127,34.42857143,0
18-29 years,6/18/2021,51,0,204842,127,36.85714286,0
18-29 years,6/19/2021,19,0,204861,127,37,0
18-29 years,6/20/2021,20,0,204881,127,36.85714286,0
18-29 years,6/21/2021,53,0,204934,127,38.71428571,0
18-29 years,6/22/2021,31,0,204965,127,36.57142857,0
18-29 years,6/23/2021,50,0,205015,127,37.85714286,0
18-29 years,6/24/2021,44,0,205059,127,38.28571429,0
18-29 years,6/25/2021,72,0,205131,127,41.28571429,0
18-29 years,6/26/2021,37,0,205168,127,43.85714286,0
18-29 years,6/27/2021,37,0,205205,127,46.28571429,0
18-29 years,6/28/2021,67,0,205272,127,48.28571429,0
18-29 years,6/29/2021,53,0,205325,127,51.42857143,0
18-29 years,6/30/2021,50,0,205375,127,51.42857143,0
18-29 years,7/1/2021,65,0,205440,127,54.42857143,0
18-29 years,7/2/2021,58,0,205498,127,52.42857143,0
18-29 years,7/3/2021,64,0,205562,127,56.28571429,0
18-29 years,7/4/2021,53,0,205615,127,58.57142857,0
18-29 years,7/5/2021,94,0,205709,127,62.42857143,0
18-29 years,7/6/2021,115,0,205824,127,71.28571429,0
18-29 years,7/7/2021,122,0,205946,127,81.57142857,0
18-29 years,7/8/2021,132,0,206078,127,91.14285714,0
18-29 years,7/9/2021,118,0,206196,127,99.71428571,0
18-29 years,7/10/2021,122,0,206318,127,108,0
18-29 years,7/11/2021,131,0,206449,127,119.1428571,0
18-29 years,7/12/2021,205,0,206654,127,135,0
18-29 years,7/13/2021,188,1,206842,128,145.4285714,0.142857143
18-29 years,7/14/2021,203,0,207045,128,157,0.142857143
18-29 years,7/15/2021,218,1,207263,129,169.2857143,0.285714286
18-29 years,7/16/2021,213,0,207476,129,182.8571429,0.285714286
18-29 years,7/17/2021,162,0,207638,129,188.5714286,0.285714286
18-29 years,7/18/2021,221,0,207859,129,201.4285714,0.285714286
18-29 years,7/19/2021,381,0,208240,129,226.5714286,0.285714286
18-29 years,7/20/2021,403,0,208643,129,257.2857143,0.142857143
18-29 years,7/21/2021,395,0,209038,129,284.7142857,0.142857143
18-29 years,7/22/2021,358,0,209396,129,304.7142857,0
18-29 years,7/23/2021,435,0,209831,129,336.4285714,0
18-29 years,7/24/2021,322,0,210153,129,359.2857143,0
18-29 years,7/25/2021,418,0,210571,129,387.4285714,0
18-29 years,7/26/2021,641,0,211212,129,424.5714286,0
18-29 years,7/27/2021,701,0,211913,129,467.1428571,0
18-29 years,7/28/2021,662,0,212575,129,505.2857143,0
18-29 years,7/29/2021,766,0,213341,129,563.5714286,0
18-29 years,7/30/2021,674,1,214015,130,597.7142857,0.142857143
18-29 years,7/31/2021,542,0,214557,130,629.1428571,0.142857143
18-29 years,8/1/2021,537,0,215094,130,646.1428571,0.142857143
18-29 years,8/2/2021,929,0,216023,130,687.2857143,0.142857143
18-29 years,8/3/2021,978,0,217001,130,726.8571429,0.142857143
18-29 years,8/4/2021,964,0,217965,130,770,0.142857143
18-29 years,8/5/2021,973,0,218938,130,799.5714286,0.142857143
18-29 years,8/6/2021,886,1,219824,131,829.8571429,0.142857143
18-29 years,8/7/2021,663,0,220487,131,847.1428571,0.142857143
18-29 years,8/8/2021,575,0,221062,131,852.5714286,0.142857143
18-29 years,8/9/2021,1132,0,222194,131,881.5714286,0.142857143
18-29 years,8/10/2021,1152,1,223346,132,906.4285714,0.285714286
18-29 years,8/11/2021,1164,1,224510,133,935,0.428571429
18-29 years,8/12/2021,1101,0,225611,133,953.2857143,0.428571429
18-29 years,8/13/2021,996,0,226607,133,969,0.285714286
18-29 years,8/14/2021,637,1,227244,134,965.2857143,0.428571429
18-29 years,8/15/2021,541,0,227785,134,960.4285714,0.428571429
18-29 years,8/16/2021,1329,0,229114,134,988.5714286,0.428571429
18-29 years,8/17/2021,1256,0,230370,134,1003.428571,0.285714286
18-29 years,8/18/2021,1358,0,231728,134,1031.142857,0.142857143
18-29 years,8/19/2021,1279,1,233007,135,1056.571429,0.285714286
18-29 years,8/20/2021,1314,0,234321,135,1102,0.285714286
18-29 years,8/21/2021,752,0,235073,135,1118.428571,0.142857143
18-29 years,8/22/2021,699,0,235772,135,1141,0.142857143
18-29 years,8/23/2021,1457,0,237229,135,1159.285714,0.142857143
18-29 years,8/24/2021,1502,1,238731,136,1194.428571,0.285714286
18-29 years,8/25/2021,1489,1,240220,137,1213.142857,0.428571429
18-29 years,8/26/2021,1348,2,241568,139,1223,0.571428571
18-29 years,8/27/2021,1197,1,242765,140,1206.285714,0.714285714
18-29 years,8/28/2021,688,3,243453,143,1197.142857,1.142857143
18-29 years,8/29/2021,611,0,244064,143,1184.571429,1.142857143
18-29 years,8/30/2021,1526,0,245590,143,1194.428571,1.142857143
18-29 years,8/31/2021,1250,1,246840,144,1158.428571,1.142857143
18-29 years,9/1/2021,1389,2,248229,146,1144.142857,1.285714286
18-29 years,9/2/2021,1111,2,249340,148,1110.285714,1.285714286
18-29 years,9/3/2021,927,0,250267,148,1071.714286,1.142857143
18-29 years,9/4/2021,629,1,250896,149,1063.285714,0.857142857
18-29 years,9/5/2021,525,0,251421,149,1051,0.857142857
18-29 years,9/6/2021,437,0,251858,149,895.4285714,0.857142857
18-29 years,9/7/2021,1162,0,253020,149,882.8571429,0.714285714
18-29 years,9/8/2021,1058,1,254078,150,835.5714286,0.571428571
18-29 years,9/9/2021,900,1,254978,151,805.4285714,0.428571429
18-29 years,9/10/2021,757,1,255735,152,781.1428571,0.571428571
18-29 years,9/11/2021,517,2,256252,154,765.1428571,0.714285714
18-29 years,9/12/2021,429,0,256681,154,751.4285714,0.714285714
18-29 years,9/13/2021,833,0,257514,154,808,0.714285714
18-29 years,9/14/2021,710,3,258224,157,743.4285714,1.142857143
18-29 years,9/15/2021,662,1,258886,158,686.8571429,1.142857143
18-29 years,9/16/2021,528,4,259414,162,633.7142857,1.571428571
18-29 years,9/17/2021,491,5,259905,167,595.7142857,2.142857143
18-29 years,9/18/2021,301,2,260206,169,564.8571429,2.142857143
18-29 years,9/19/2021,258,0,260464,169,540.4285714,2.142857143
18-29 years,9/20/2021,482,0,260946,169,490.2857143,2.142857143
18-29 years,9/21/2021,365,0,261311,169,441,1.714285714
18-29 years,9/22/2021,156,3,261467,172,368.7142857,2
18-29 years,9/23/2021,15,3,261482,175,295.4285714,1.857142857
18-29 years,9/24/2021,0,4,261482,179,225.2857143,1.714285714
30-39 years,2/1/2020,4,0,4,0,0,0
30-39 years,2/2/2020,0,0,4,0,0,0
30-39 years,2/3/2020,0,0,4,0,0,0
30-39 years,2/4/2020,2,0,6,0,0,0
30-39 years,2/5/2020,0,0,6,0,0,0
30-39 years,2/6/2020,0,0,6,0,0,0
30-39 years,2/7/2020,1,0,7,0,1,0
30-39 years,2/8/2020,0,0,7,0,0.428571429,0
30-39 years,2/9/2020,1,0,8,0,0.571428571,0
30-39 years,2/10/2020,3,0,11,0,1,0
30-39 years,2/11/2020,3,0,14,0,1.142857143,0
30-39 years,2/12/2020,0,0,14,0,1.142857143,0
30-39 years,2/13/2020,0,0,14,0,1.142857143,0
30-39 years,2/14/2020,0,0,14,0,1,0
30-39 years,2/15/2020,1,0,15,0,1.142857143,0
30-39 years,2/16/2020,0,0,15,0,1,0
30-39 years,2/17/2020,1,0,16,0,0.714285714,0
30-39 years,2/18/2020,1,0,17,0,0.428571429,0
30-39 years,2/19/2020,4,0,21,0,1,0
30-39 years,2/20/2020,0,0,21,0,1,0
30-39 years,2/21/2020,1,0,22,0,1.142857143,0
30-39 years,2/22/2020,0,0,22,0,1,0
30-39 years,2/23/2020,1,0,23,0,1.142857143,0
30-39 years,2/24/2020,3,0,26,0,1.428571429,0
30-39 years,2/25/2020,2,0,28,0,1.571428571,0
30-39 years,2/26/2020,0,0,28,0,1,0
30-39 years,2/27/2020,2,0,30,0,1.285714286,0
30-39 years,2/28/2020,1,0,31,0,1.285714286,0
30-39 years,2/29/2020,4,0,35,0,1.857142857,0
30-39 years,3/1/2020,13,0,48,0,3.571428571,0
30-39 years,3/2/2020,3,0,51,0,3.571428571,0
30-39 years,3/3/2020,6,0,57,0,4.142857143,0
30-39 years,3/4/2020,7,0,64,0,5.142857143,0
30-39 years,3/5/2020,11,0,75,0,6.428571429,0
30-39 years,3/6/2020,11,0,86,0,7.857142857,0
30-39 years,3/7/2020,6,0,92,0,8.142857143,0
30-39 years,3/8/2020,11,0,103,0,7.857142857,0
30-39 years,3/9/2020,17,0,120,0,9.857142857,0
30-39 years,3/10/2020,23,0,143,0,12.28571429,0
30-39 years,3/11/2020,35,0,178,0,16.28571429,0
30-39 years,3/12/2020,32,0,210,0,19.28571429,0
30-39 years,3/13/2020,56,0,266,0,25.71428571,0
30-39 years,3/14/2020,38,0,304,0,30.28571429,0
30-39 years,3/15/2020,43,0,347,0,34.85714286,0
30-39 years,3/16/2020,74,0,421,0,43,0
30-39 years,3/17/2020,70,0,491,0,49.71428571,0
30-39 years,3/18/2020,72,0,563,0,55,0
30-39 years,3/19/2020,57,0,620,0,58.57142857,0
30-39 years,3/20/2020,84,0,704,0,62.57142857,0
30-39 years,3/21/2020,49,0,753,0,64.14285714,0
30-39 years,3/22/2020,61,0,814,0,66.71428571,0
30-39 years,3/23/2020,106,0,920,0,71.28571429,0
30-39 years,3/24/2020,79,0,999,0,72.57142857,0
30-39 years,3/25/2020,97,0,1096,0,76.14285714,0
30-39 years,3/26/2020,78,0,1174,0,79.14285714,0
30-39 years,3/27/2020,90,2,1264,2,80,0.285714286
30-39 years,3/28/2020,59,1,1323,3,81.42857143,0.428571429
30-39 years,3/29/2020,64,0,1387,3,81.85714286,0.428571429
30-39 years,3/30/2020,90,0,1477,3,79.57142857,0.428571429
30-39 years,3/31/2020,79,1,1556,4,79.57142857,0.571428571
30-39 years,4/1/2020,100,2,1656,6,80,0.857142857
30-39 years,4/2/2020,89,0,1745,6,81.57142857,0.857142857
30-39 years,4/3/2020,87,0,1832,6,81.14285714,0.571428571
30-39 years,4/4/2020,68,1,1900,7,82.42857143,0.571428571
30-39 years,4/5/2020,71,0,1971,7,83.42857143,0.571428571
30-39 years,4/6/2020,134,1,2105,8,89.71428571,0.714285714
30-39 years,4/7/2020,110,1,2215,9,94.14285714,0.714285714
30-39 years,4/8/2020,117,0,2332,9,96.57142857,0.428571429
30-39 years,4/9/2020,111,0,2443,9,99.71428571,0.428571429
30-39 years,4/10/2020,133,0,2576,9,106.2857143,0.428571429
30-39 years,4/11/2020,101,0,2677,9,111,0.285714286
30-39 years,4/12/2020,67,0,2744,9,110.4285714,0.285714286
30-39 years,4/13/2020,122,0,2866,9,108.7142857,0.142857143
30-39 years,4/14/2020,149,1,3015,10,114.2857143,0.142857143
30-39 years,4/15/2020,125,3,3140,13,115.4285714,0.571428571
30-39 years,4/16/2020,115,0,3255,13,116,0.571428571
30-39 years,4/17/2020,143,2,3398,15,117.4285714,0.857142857
30-39 years,4/18/2020,94,0,3492,15,116.4285714,0.857142857
30-39 years,4/19/2020,80,0,3572,15,118.2857143,0.857142857
30-39 years,4/20/2020,151,0,3723,15,122.4285714,0.857142857
30-39 years,4/21/2020,129,0,3852,15,119.5714286,0.714285714
30-39 years,4/22/2020,149,0,4001,15,123,0.285714286
30-39 years,4/23/2020,135,0,4136,15,125.8571429,0.285714286
30-39 years,4/24/2020,115,1,4251,16,121.8571429,0.142857143
30-39 years,4/25/2020,102,0,4353,16,123,0.142857143
30-39 years,4/26/2020,59,0,4412,16,120,0.142857143
30-39 years,4/27/2020,123,2,4535,18,116,0.428571429
30-39 years,4/28/2020,150,0,4685,18,119,0.428571429
30-39 years,4/29/2020,116,1,4801,19,114.2857143,0.571428571
30-39 years,4/30/2020,87,0,4888,19,107.4285714,0.571428571
30-39 years,5/1/2020,116,1,5004,20,107.5714286,0.571428571
30-39 years,5/2/2020,72,0,5076,20,103.2857143,0.571428571
30-39 years,5/3/2020,54,0,5130,20,102.5714286,0.571428571
30-39 years,5/4/2020,152,0,5282,20,106.7142857,0.285714286
30-39 years,5/5/2020,96,2,5378,22,99,0.571428571
30-39 years,5/6/2020,80,2,5458,24,93.85714286,0.714285714
30-39 years,5/7/2020,94,0,5552,24,94.85714286,0.714285714
30-39 years,5/8/2020,112,1,5664,25,94.28571429,0.714285714
30-39 years,5/9/2020,55,0,5719,25,91.85714286,0.714285714
30-39 years,5/10/2020,67,0,5786,25,93.71428571,0.714285714
30-39 years,5/11/2020,170,0,5956,25,96.28571429,0.714285714
30-39 years,5/12/2020,120,1,6076,26,99.71428571,0.571428571
30-39 years,5/13/2020,137,0,6213,26,107.8571429,0.285714286
30-39 years,5/14/2020,127,1,6340,27,112.5714286,0.428571429
30-39 years,5/15/2020,139,0,6479,27,116.4285714,0.285714286
30-39 years,5/16/2020,76,0,6555,27,119.4285714,0.285714286
30-39 years,5/17/2020,58,0,6613,27,118.1428571,0.285714286
30-39 years,5/18/2020,144,1,6757,28,114.4285714,0.428571429
30-39 years,5/19/2020,130,0,6887,28,115.8571429,0.285714286
30-39 years,5/20/2020,140,0,7027,28,116.2857143,0.285714286
30-39 years,5/21/2020,117,3,7144,31,114.8571429,0.571428571
30-39 years,5/22/2020,125,0,7269,31,112.8571429,0.571428571
30-39 years,5/23/2020,105,0,7374,31,117,0.571428571
30-39 years,5/24/2020,84,0,7458,31,120.7142857,0.571428571
30-39 years,5/25/2020,82,0,7540,31,111.8571429,0.428571429
30-39 years,5/26/2020,164,0,7704,31,116.7142857,0.428571429
30-39 years,5/27/2020,145,0,7849,31,117.4285714,0.428571429
30-39 years,5/28/2020,129,1,7978,32,119.1428571,0.142857143
30-39 years,5/29/2020,137,0,8115,32,120.8571429,0.142857143
30-39 years,5/30/2020,80,0,8195,32,117.2857143,0.142857143
30-39 years,5/31/2020,54,1,8249,33,113,0.285714286
30-39 years,6/1/2020,213,0,8462,33,131.7142857,0.285714286
30-39 years,6/2/2020,160,0,8622,33,131.1428571,0.285714286
30-39 years,6/3/2020,153,1,8775,34,132.2857143,0.428571429
30-39 years,6/4/2020,156,2,8931,36,136.1428571,0.571428571
30-39 years,6/5/2020,178,0,9109,36,142,0.571428571
30-39 years,6/6/2020,125,0,9234,36,148.4285714,0.571428571
30-39 years,6/7/2020,98,0,9332,36,154.7142857,0.428571429
30-39 years,6/8/2020,249,2,9581,38,159.8571429,0.714285714
30-39 years,6/9/2020,214,1,9795,39,167.5714286,0.857142857
30-39 years,6/10/2020,223,0,10018,39,177.5714286,0.714285714
30-39 years,6/11/2020,208,1,10226,40,185,0.571428571
30-39 years,6/12/2020,195,0,10421,40,187.4285714,0.571428571
30-39 years,6/13/2020,159,0,10580,40,192.2857143,0.571428571
30-39 years,6/14/2020,159,0,10739,40,201,0.571428571
30-39 years,6/15/2020,319,2,11058,42,211,0.571428571
30-39 years,6/16/2020,307,1,11365,43,224.2857143,0.571428571
30-39 years,6/17/2020,351,0,11716,43,242.5714286,0.571428571
30-39 years,6/18/2020,320,0,12036,43,258.5714286,0.428571429
30-39 years,6/19/2020,367,0,12403,43,283.1428571,0.428571429
30-39 years,6/20/2020,336,1,12739,44,308.4285714,0.571428571
30-39 years,6/21/2020,282,0,13021,44,326,0.571428571
30-39 years,6/22/2020,546,0,13567,44,358.4285714,0.285714286
30-39 years,6/23/2020,594,0,14161,44,399.4285714,0.142857143
30-39 years,6/24/2020,565,1,14726,45,430,0.285714286
30-39 years,6/25/2020,599,0,15325,45,469.8571429,0.285714286
30-39 years,6/26/2020,608,1,15933,46,504.2857143,0.428571429
30-39 years,6/27/2020,486,0,16419,46,525.7142857,0.285714286
30-39 years,6/28/2020,430,0,16849,46,546.8571429,0.285714286
30-39 years,6/29/2020,801,0,17650,46,583.2857143,0.285714286
30-39 years,6/30/2020,813,0,18463,46,614.5714286,0.285714286
30-39 years,7/1/2020,819,0,19282,46,650.8571429,0.142857143
30-39 years,7/2/2020,757,2,20039,48,673.4285714,0.428571429
30-39 years,7/3/2020,629,0,20668,48,676.4285714,0.285714286
30-39 years,7/4/2020,416,0,21084,48,666.4285714,0.285714286
30-39 years,7/5/2020,480,0,21564,48,673.5714286,0.285714286
30-39 years,7/6/2020,1088,1,22652,49,714.5714286,0.428571429
30-39 years,7/7/2020,1027,1,23679,50,745.1428571,0.571428571
30-39 years,7/8/2020,910,0,24589,50,758.1428571,0.571428571
30-39 years,7/9/2020,875,1,25464,51,775,0.428571429
30-39 years,7/10/2020,856,1,26320,52,807.4285714,0.571428571
30-39 years,7/11/2020,511,0,26831,52,821,0.571428571
30-39 years,7/12/2020,433,0,27264,52,814.2857143,0.571428571
30-39 years,7/13/2020,923,1,28187,53,790.7142857,0.571428571
30-39 years,7/14/2020,812,1,28999,54,760,0.571428571
30-39 years,7/15/2020,797,1,29796,55,743.8571429,0.714285714
30-39 years,7/16/2020,759,1,30555,56,727.2857143,0.714285714
30-39 years,7/17/2020,642,0,31197,56,696.7142857,0.571428571
30-39 years,7/18/2020,454,0,31651,56,688.5714286,0.571428571
30-39 years,7/19/2020,335,0,31986,56,674.5714286,0.571428571
30-39 years,7/20/2020,780,0,32766,56,654.1428571,0.428571429
30-39 years,7/21/2020,683,0,33449,56,635.7142857,0.285714286
30-39 years,7/22/2020,643,3,34092,59,613.7142857,0.571428571
30-39 years,7/23/2020,608,0,34700,59,592.1428571,0.428571429
30-39 years,7/24/2020,590,0,35290,59,584.7142857,0.428571429
30-39 years,7/25/2020,366,0,35656,59,572.1428571,0.428571429
30-39 years,7/26/2020,295,0,35951,59,566.4285714,0.428571429
30-39 years,7/27/2020,604,0,36555,59,541.2857143,0.428571429
30-39 years,7/28/2020,579,1,37134,60,526.4285714,0.571428571
30-39 years,7/29/2020,536,5,37670,65,511.1428571,0.857142857
30-39 years,7/30/2020,509,1,38179,66,497,1
30-39 years,7/31/2020,439,3,38618,69,475.4285714,1.428571429
30-39 years,8/1/2020,340,3,38958,72,471.7142857,1.857142857
30-39 years,8/2/2020,272,0,39230,72,468.4285714,1.857142857
30-39 years,8/3/2020,549,0,39779,72,460.5714286,1.857142857
30-39 years,8/4/2020,550,1,40329,73,456.4285714,1.857142857
30-39 years,8/5/2020,490,1,40819,74,449.8571429,1.285714286
30-39 years,8/6/2020,434,0,41253,74,439.1428571,1.142857143
30-39 years,8/7/2020,451,3,41704,77,440.8571429,1.142857143
30-39 years,8/8/2020,295,0,41999,77,434.4285714,0.714285714
30-39 years,8/9/2020,242,0,42241,77,430.1428571,0.714285714
30-39 years,8/10/2020,492,1,42733,78,422,0.857142857
30-39 years,8/11/2020,397,1,43130,79,400.1428571,0.857142857
30-39 years,8/12/2020,410,1,43540,80,388.7142857,0.857142857
30-39 years,8/13/2020,356,0,43896,80,377.5714286,0.857142857
30-39 years,8/14/2020,395,2,44291,82,369.5714286,0.714285714
30-39 years,8/15/2020,248,4,44539,86,362.8571429,1.285714286
30-39 years,8/16/2020,198,0,44737,86,356.5714286,1.285714286
30-39 years,8/17/2020,360,1,45097,87,337.7142857,1.285714286
30-39 years,8/18/2020,362,0,45459,87,332.7142857,1.142857143
30-39 years,8/19/2020,338,1,45797,88,322.4285714,1.142857143
30-39 years,8/20/2020,289,0,46086,88,312.8571429,1.142857143
30-39 years,8/21/2020,282,3,46368,91,296.7142857,1.285714286
30-39 years,8/22/2020,201,1,46569,92,290,0.857142857
30-39 years,8/23/2020,181,0,46750,92,287.5714286,0.857142857
30-39 years,8/24/2020,306,0,47056,92,279.8571429,0.714285714
30-39 years,8/25/2020,261,1,47317,93,265.4285714,0.857142857
30-39 years,8/26/2020,269,0,47586,93,255.5714286,0.714285714
30-39 years,8/27/2020,243,1,47829,94,249,0.857142857
30-39 years,8/28/2020,248,0,48077,94,244.1428571,0.428571429
30-39 years,8/29/2020,167,1,48244,95,239.2857143,0.428571429
30-39 years,8/30/2020,151,1,48395,96,235,0.571428571
30-39 years,8/31/2020,288,0,48683,96,232.4285714,0.571428571
30-39 years,9/1/2020,240,0,48923,96,229.4285714,0.428571429
30-39 years,9/2/2020,235,1,49158,97,224.5714286,0.571428571
30-39 years,9/3/2020,205,1,49363,98,219.1428571,0.571428571
30-39 years,9/4/2020,241,1,49604,99,218.1428571,0.714285714
30-39 years,9/5/2020,158,2,49762,101,216.8571429,0.857142857
30-39 years,9/6/2020,145,0,49907,101,216,0.714285714
30-39 years,9/7/2020,170,0,50077,101,199.1428571,0.714285714
30-39 years,9/8/2020,268,1,50345,102,203.1428571,0.857142857
30-39 years,9/9/2020,226,1,50571,103,201.8571429,0.857142857
30-39 years,9/10/2020,212,2,50783,105,202.8571429,1
30-39 years,9/11/2020,206,2,50989,107,197.8571429,1.142857143
30-39 years,9/12/2020,129,0,51118,107,193.7142857,0.857142857
30-39 years,9/13/2020,136,0,51254,107,192.4285714,0.857142857
30-39 years,9/14/2020,238,1,51492,108,202.1428571,1
30-39 years,9/15/2020,203,1,51695,109,192.8571429,1
30-39 years,9/16/2020,207,1,51902,110,190.1428571,1
30-39 years,9/17/2020,158,0,52060,110,182.4285714,0.714285714
30-39 years,9/18/2020,175,1,52235,111,178,0.571428571
30-39 years,9/19/2020,142,1,52377,112,179.8571429,0.714285714
30-39 years,9/20/2020,130,0,52507,112,179,0.714285714
30-39 years,9/21/2020,203,0,52710,112,174,0.571428571
30-39 years,9/22/2020,186,0,52896,112,171.5714286,0.428571429
30-39 years,9/23/2020,212,2,53108,114,172.2857143,0.571428571
30-39 years,9/24/2020,207,0,53315,114,179.2857143,0.571428571
30-39 years,9/25/2020,203,0,53518,114,183.2857143,0.428571429
30-39 years,9/26/2020,140,1,53658,115,183,0.428571429
30-39 years,9/27/2020,150,0,53808,115,185.8571429,0.428571429
30-39 years,9/28/2020,222,1,54030,116,188.5714286,0.571428571
30-39 years,9/29/2020,207,1,54237,117,191.5714286,0.714285714
30-39 years,9/30/2020,207,0,54444,117,190.8571429,0.428571429
30-39 years,10/1/2020,197,0,54641,117,189.4285714,0.428571429
30-39 years,10/2/2020,199,0,54840,117,188.8571429,0.428571429
30-39 years,10/3/2020,143,1,54983,118,189.2857143,0.428571429
30-39 years,10/4/2020,158,1,55141,119,190.4285714,0.571428571
30-39 years,10/5/2020,267,1,55408,120,196.8571429,0.571428571
30-39 years,10/6/2020,241,0,55649,120,201.7142857,0.428571429
30-39 years,10/7/2020,238,1,55887,121,206.1428571,0.571428571
30-39 years,10/8/2020,266,2,56153,123,216,0.857142857
30-39 years,10/9/2020,222,2,56375,125,219.2857143,1.142857143
30-39 years,10/10/2020,138,0,56513,125,218.5714286,1
30-39 years,10/11/2020,137,2,56650,127,215.5714286,1.142857143
30-39 years,10/12/2020,282,1,56932,128,217.7142857,1.142857143
